year,rank,uri,wk_title,wk_artist,sp_title,sp_artist
2022,68,spotify:track:0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),Doja Cat,Get Into It (Yuh),['Doja Cat']
2022,69,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,Efecto,['Bad Bunny']
2022,70,spotify:track:1TE8AAk9koG0UJco6ZAUfx,Rock and a Hard Place,Bailey Zimmerman,Rock and A Hard Place,['Bailey Zimmerman']
2022,71,spotify:track:6TpyujRefwsflWFXbmjVpj,Doin' This,Luke Combs,Doin' This,['Luke Combs']
2022,72,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,Oh My God,['Adele']
2022,73,spotify:track:6f5ExP43esnvdKPddwKXJH,Better Days,"Neiked, Mae Muller and Polo G",Better Days (NEIKED x Mae Muller x Polo G),"['NEIKED', 'Mae Muller', 'Polo G']"
2022,74,spotify:track:3D7BpZ01kLRcjTGelbu83N,Meet Me at Our Spot,The Anxiety: Willow and Tyler Cole,Meet Me At Our Spot,"['THE ANXIETY', 'WILLOW', 'Tyler Cole']"
2022,75,spotify:track:4wH7ZoqgETaACS9BlUkvuY,Fingers Crossed,Lauren Spencer-Smith,Fingers Crossed,['Lauren Spencer Smith']
2022,76,spotify:track:3nsfB1vus2qaloUdcBZvDu,All Too Well (Taylor's Version),Taylor Swift,All Too Well (Taylor's Version),['Taylor Swift']
2022,77,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,Party,Bad Bunny and Rauw Alejandro,Party,"['Bad Bunny', 'Rauw Alejandro']"
2022,78,spotify:track:1dm6z1fWB0cErMszU25dy2,Después de la Playa,Bad Bunny,Después de la Playa,['Bad Bunny']
2022,79,spotify:track:2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,Chris Stapleton,You Should Probably Leave,['Chris Stapleton']
2022,80,spotify:track:2EjXfH91m7f8HiJN1yQg97,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around The Christmas Tree,['Brenda Lee']
2022,81,spotify:track:7qTaDOcld0VmBWXnkbUj45,Broadway Girls,Lil Durk  Morgan Wallen,Broadway Girls (feat. Morgan Wallen),"['Lil Durk', 'Morgan Wallen']"
2022,82,spotify:track:7g0Zfd5J6Hzx9M2fRUMuba,Take My Name,Parmalee,Take My Name,['Parmalee']
2022,83,spotify:track:7ohROa13QK43JBRqfCmz4P,What Happened to Virgil,Lil Durk  Gunna,What Happened To Virgil (feat. Gunna),"['Lil Durk', 'Gunna']"
2022,84,spotify:track:1qMMYpVatbRITKCfq1gasi,Puffin on Zootiez,Future,PUFFIN ON ZOOTIEZ,['Future']
2022,85,spotify:track:3j1xkzTW8owIphkWV51V9s,Like I Love Country Music,Kane Brown,Like I Love Country Music,['Kane Brown']
2022,86,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,Bobby Helms,Jingle Bell Rock,['Bobby Helms']
2022,87,spotify:track:3laLiRlOtNA6HBKklPSE1E,Ojitos Lindos,Bad Bunny and Bomba Estéreo,Ojitos Rojos,['Julio Caesar']
2022,88,spotify:track:0P9c1rdCeGAkCeS425KbI5,Trouble with a Heartbreak,Jason Aldean,Trouble with a Heartbreak,['Jason Aldean']
2022,89,spotify:track:77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas,Burl Ives,A Holly Jolly Christmas,['Burl Ives']
2022,90,spotify:track:3DarAbFujv6eYNliUTyqtz,Kiss Me More,Doja Cat  SZA,Kiss Me More (feat. SZA),"['Doja Cat', 'SZA']"
2022,91,spotify:track:4uJDDG8vXJ6fZHtTfrPfMX,She Likes It,Russell Dickerson  Jake Scott,She Likes It (feat. Jake Scott),"['Russell Dickerson', 'Jake Scott']"
2022,92,spotify:track:3iYEsBl8NBq1o1j5uY2Noe,Never Say Never,Cole Swindell and Lainey Wilson,Never Say Never (with Lainey Wilson),"['Cole Swindell', 'Lainey Wilson']"
2022,93,spotify:track:4jp9FimhP2bQ93vR0A5r7b,Damn Strait,Scotty McCreery,Damn Strait,['Scotty McCreery']
2022,94,spotify:track:7l9IqDtVWJurTvkQHq1BGh,She's All I Wanna Be,Tate McRae,she's all i wanna be,['Tate McRae']
2022,95,spotify:track:0k11c8vwyeNSGQex6UMa1v,Last Night Lonely,Jon Pardi,Last Night Lonely,['Jon Pardi']
2022,96,spotify:track:1DbZAffh8GGwW41Q3AU8iC,Flower Shops,Ernest  Morgan Wallen,Flower Shops (feat. Morgan Wallen),"['ERNEST', 'Morgan Wallen']"
2022,97,spotify:track:5vUnjhBzRJJIAOJPde6zDx,To the Moon,Jnr Choi and Sam Tompkins,TO THE MOON,"['JNR CHOI', 'Sam Tompkins']"
2022,98,spotify:track:6u650jIeGkvSsh8wA6ZjNM,Unholy,Sam Smith and Kim Petras,forever love,"['Alqama Ansari', 'DJ Singh']"
2022,99,spotify:track:4FdPnT2cFrpWCmWZd7GXc3,One Mississippi,Kane Brown,One Mississippi,['Kane Brown']
2022,100,spotify:track:13G5xv1wUKvJYbK0wYmioN,Circles Around This Town,Maren Morris,Circles Around This Town,['Maren Morris']
2023,1,spotify:track:59uQI0PADDKeE6UZDTJEe8,Last Night,Morgan Wallen,Last Night,['Morgan Wallen']
2023,2,spotify:track:7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,Flowers,['Miley Cyrus']
2023,3,spotify:track:3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,Kill Bill,['SZA']
2023,4,spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,Anti-Hero,['Taylor Swift']
2023,5,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,Creepin',"Metro Boomin, the Weeknd and 21 Savage",Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']"
2023,6,spotify:track:0WtM2NBVQNNJLh6scP13H8,Calm Down,Rema and Selena Gomez,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']"
2023,7,spotify:track:3522B65PmklhZ7w7Z86FV2,Die for You,The Weeknd and Ariana Grande,Die For You (made popular by The Weeknd and Ariana Grande) [backing version],['Party Tyme']
2023,8,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,Fast Car,['Luke Combs']
2023,9,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,Snooze,['SZA']
2023,10,spotify:track:68NaWutYrE6BcbWuY49HYP,I'm Good (Blue),David Guetta and Bebe Rexha,"I'm Good (Blue) [feat. Bebe Rexha, Ludmilla and LIT killah] - 2023 Version","['David Guetta', 'LUDMILLA', 'LIT killah', 'Bebe Rexha']"
2023,11,spotify:track:6u650jIeGkvSsh8wA6ZjNM,Unholy,Sam Smith and Kim Petras,forever love,"['Alqama Ansari', 'DJ Singh']"
2023,12,spotify:track:5W4kiM2cUYBJXKRudNyxjW,You Proof,Morgan Wallen,You Proof,['Morgan Wallen']
2023,13,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,Something in the Orange,['Zach Bryan']
2023,14,spotify:track:6W0rsrqnOIBgbaYZNXagmC,Rich Flex,Drake and 21 Savage,Water,['Q Presents:']
2023,15,spotify:track:4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,As It Was,['Harry Styles']
2023,16,spotify:track:1TE8AAk9koG0UJco6ZAUfx,Rock and a Hard Place,Bailey Zimmerman,Rock and A Hard Place,['Bailey Zimmerman']
2023,17,spotify:track:5IgjP7X4th6nMNDh4akUHb,Under the Influence,Chris Brown,Under The Influence,['Chris Brown']
2023,18,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,Cruel Summer,['Taylor Swift']
2023,19,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Thinkin' Bout Me,Morgan Wallen,Thinkin’ Bout Me,['Morgan Wallen']
2023,20,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,Boy's a Liar Pt. 2,PinkPantheress and Ice Spice,Boy's a liar Pt. 2,"['PinkPantheress', 'Ice Spice']"
2023,21,spotify:track:1SRw5p2lVAi7RGlHEmZg66,Favorite Song,Toosii,Favorite Song,['Toosii']
2023,22,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,Thought You Should Know,Morgan Wallen,Thought You Should Know,['Morgan Wallen']
2023,23,spotify:track:1brnLTvarI9D1hLP6z2Ar8,Thank God,Kane Brown and Katelyn Brown,Thank God,"['Kane Brown', 'Katelyn Brown']"
2023,24,spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,Sure Thing,['Miguel']
2023,25,spotify:track:6HgWWaMu31KdOpEG5l28BG,All My Life,Lil Durk  J. Cole,All My Life (feat. J. Cole),"['Lil Durk', 'J. Cole']"
2023,26,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,Eslabon Armado and Peso Pluma,Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']"
2023,27,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,Karma,Taylor Swift  Ice Spice,Karma (feat. Ice Spice),"['Taylor Swift', 'Ice Spice']"
2023,28,spotify:track:4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,['Lil Uzi Vert']
2023,29,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Cuff It,Beyoncé,CUFF IT,['Beyoncé']
2023,30,spotify:track:1kuGVB7EU95pJObxwvfwKS,Vampire,Olivia Rodrigo,vampire,['Olivia Rodrigo']
2023,31,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,FukUMean,Gunna,fukumean,['Gunna']
2023,32,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,Taylor Swift,Lavender Haze,['Taylor Swift']
2023,33,spotify:track:6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,Players,['Coi Leray']
2023,34,spotify:track:07on0OB2cdPt79IFsgdRUy,Need a Favor,Jelly Roll,Need A Favor,['Jelly Roll']
2023,35,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dance the Night,Dua Lipa,Dance The Night - From Barbie The Album,['Dua Lipa']
2023,36,spotify:track:2kYevr8cbIAH2ha8210Bnz,Love You Anyway,Luke Combs,Love You Anyway,['Luke Combs']
2023,37,spotify:track:2YVlDlk2zRceefo6XlC6DX,One Thing at a Time,Morgan Wallen,Ain’t That Some,['Morgan Wallen']
2023,38,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains),"Metro Boomin, Future and Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],"['Metro Boomin', 'Future', 'Chris Brown']"
2023,39,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Steve Lacy,Bad Habit,['Steve Lacy']
2023,40,spotify:track:2UW7JaomAMuX9pZrjVpHAU,La Bebé,Yng Lvcas and Peso Pluma,La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']"
2023,41,spotify:track:5odlY52u43F5BjByhxg7wg,Golden Hour,Jvke,golden hour,['JVKE']
2023,42,spotify:track:0bILU0UiNDmA5Ff6whhb2R,Religiously,Bailey Zimmerman,Religiously,['Bailey Zimmerman']
2023,43,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,Drake and 21 Savage,Spin Bout U,"['Drake', '21 Savage']"
2023,44,spotify:track:4gXHG9domIKO6FIViDISA4,Cupid,Fifty Fifty,Cupid (Twin Ver.) - Live Studio Version OT4,['FIFTY FIFTY']
2023,45,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake,Search & Rescue,['Drake']
2023,46,spotify:track:741UUVE2kuITl0c6zuqqbO,Barbie World,Nicki Minaj and Ice Spice with Aqua,Barbie World (with Aqua) [From Barbie The Album],"['Nicki Minaj', 'Ice Spice', 'Aqua']"
2023,47,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,Next Thing You Know,Jordan Davis,Next Thing You Know,['Jordan Davis']
2023,48,spotify:track:5mHdCZtVyb4DcJw8799hZp,Escapism,Raye  070 Shake,Escapism.,"['RAYE', '070 Shake']"
2023,49,spotify:track:2yzshFeBIwH8tWIqHEFLeD,Un x100to,Grupo Frontera and Bad Bunny,un x100to,"['Grupo Frontera', 'Bad Bunny']"
2023,50,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,Until I Found You,['Stephen Sanchez']
2023,51,spotify:track:2wSTnntOPRi7aQneobFtU4,Shirt,SZA,Shirt,['SZA']
2023,52,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Paint the Town Red,Doja Cat,Paint The Town Red,['Doja Cat']
2023,53,spotify:track:0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,Made You Look,['Meghan Trainor']
2023,54,spotify:track:6fDlK6P4s3BVMls9EmfCWI,Wait in the Truck,Hardy  Lainey Wilson,wait in the truck,"['HARDY', 'Lainey Wilson']"
2023,55,spotify:track:0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,All I Want for Christmas Is You,['Mariah Carey']
2023,56,spotify:track:0cv6mTbrqr8vxGC31NjKtM,Everything I Love,Morgan Wallen,Everything I Love,['Morgan Wallen']
2023,57,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,Chemical,['Post Malone']
2023,58,spotify:track:5DIBVDJOHh7djepAjKHWCO,Heart Like a Truck,Lainey Wilson,Heart Like A Truck,['Lainey Wilson']
2023,59,spotify:track:67AdiJcurlf6gocGobfaXs,"Going, Going, Gone",Luke Combs,"Going, Going, Gone",['Luke Combs']
2023,60,spotify:track:2EjXfH91m7f8HiJN1yQg97,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around The Christmas Tree,['Brenda Lee']
2023,61,spotify:track:2KtGiBi5CrX2ERPD2PAS34,Dancin' in the Country,Tyler Hubbard,Dancin’ In The Country,['Tyler Hubbard']
2023,62,spotify:track:1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,Daylight,['David Kushner']
2023,63,spotify:track:35ovElsgyAtQwYPYnZJECg,Lift Me Up,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,['Rihanna']
2023,64,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,Ed Sheeran,Eyes Closed,['Ed Sheeran']
2023,65,spotify:track:0ZcX47SrMzeKgzht0YluCR,TQG,Karol G and Shakira,TQG,"['KAROL G', 'Shakira']"
2023,66,spotify:track:5BqI4ugJL5WaPRQ6MlC8Ho,Try That in a Small Town,Jason Aldean,Try That In A Small Town,['Jason Aldean']
2023,67,spotify:track:3fl4zil6HJ0N1FL3YIRwdC,Tennessee Orange,Megan Moroney,Tennessee Orange,['Megan Moroney']
2023,68,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,Bobby Helms,Jingle Bell Rock,['Bobby Helms']
2023,69,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana,Ice Spice and Nicki Minaj,Princess Diana (with Nicki Minaj),"['Ice Spice', 'Nicki Minaj']"
2023,70,spotify:track:0WNfQxDGaPTl0yogcMR5v1,Tomorrow 2,GloRilla and Cardi B,Tomorrow 2 (with Cardi B),"['GloRilla', 'Cardi B']"
2023,71,spotify:track:77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas,Burl Ives,A Holly Jolly Christmas,['Burl Ives']
2023,72,spotify:track:7ro0hRteUMfnOioTFI5TG1,Where She Goes,Bad Bunny,WHERE SHE GOES,['Bad Bunny']
2023,73,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,Bebe Dame,Fuerza Regida and Grupo Frontera,Bebe Dame,"['Fuerza Regida', 'Grupo Frontera']"
2023,74,spotify:track:4KULAymBBJcPRpk1yO4dOG,I Remember Everything,Zach Bryan  Kacey Musgraves,I Remember Everything (feat. Kacey Musgraves),"['Zach Bryan', 'Kacey Musgraves']"
2023,75,spotify:track:0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song),Post Malone  Doja Cat,I Like You (A Happier Song) (with Doja Cat),"['Post Malone', 'Doja Cat']"
2023,76,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,What It Is (Block Boy),Doechii  Kodak Black,What It Is (Block Boy) (with Kodak Black),"['Doechii', 'Kodak Black']"
2023,77,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SZA,Nobody Gets Me,['SZA']
2023,78,spotify:track:78Du4CMFgnhdlG33gblkiP,Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,['Oliver Anthony Music']
2023,79,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,Super Freaky Girl,['Nicki Minaj']
2023,80,spotify:track:22VHOlVYBqytsrAqV8yXBK,Dial Drunk,Noah Kahan and Post Malone,Dial Drunk (with Post Malone),"['Noah Kahan', 'Post Malone']"
2023,81,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,What Was I Made For?,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",['Billie Eilish']
2023,82,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Seven,Jungkook  Latto,Seven (feat. Latto),"['Jung Kook', 'Latto']"
2023,83,spotify:track:59nOXPmaKlBfGMDeOVGrIK,Wait for U,Future  Drake and Tems,WAIT FOR U (feat. Drake & Tems),"['Future', 'Drake', 'Tems']"
2023,84,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,Last Christmas,['Wham!']
2023,85,spotify:track:4reXo2zg1uhEIpUAacDb9C,Handle on You,Parker McCollum,Handle On You,['Parker McCollum']
2023,86,spotify:track:6YWME4xCa5Lm6X1exVMQIC,Por Las Noches,Peso Pluma,Por Las Noches,['Peso Pluma']
2023,87,spotify:track:5kB6WithhB8Iv08EMNmAbt,Memory Lane,Old Dominion,Memory Lane,['Old Dominion']
2023,88,spotify:track:7sliFe6W30tPBPh6dvZsIH,Area Codes,Kaliii,Area Codes,['Kaliii']
2023,89,spotify:track:4EKH0ajMHXTkq4ztWuztVH,Bury Me in Georgia,Kane Brown,Bury Me in Georgia,['Kane Brown']
2023,90,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,PRC,Peso Pluma and Natanael Cano,PRC,"['Peso Pluma', 'Natanael Cano']"
2023,91,spotify:track:6vjZxvzdAeHp7jv3R398Xm,What My World Spins Around,Jordan Davis,What My World Spins Around,['Jordan Davis']
2023,92,spotify:track:2YVlDlk2zRceefo6XlC6DX,Ain't That Some,Morgan Wallen,Ain’t That Some,['Morgan Wallen']
2023,93,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L,Wild as Her,Corey Kent,Wild as Her,['Corey Kent']
2023,94,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,Peaches & Eggplants,Young Nudy  21 Savage,Peaches & Eggplants (feat. 21 Savage),"['Young Nudy', '21 Savage']"
2023,95,spotify:track:7phmBo7bB9I9YifAXqnlqV,I Wrote the Book,Morgan Wallen,I Wrote The Book,['Morgan Wallen']
2023,96,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Bzrp Music Sessions, Vol. 53",Bizarrap and Shakira,"Shakira: Bzrp Music Sessions, Vol. 53","['Bizarrap', 'Shakira']"
2023,97,spotify:track:67nepsnrcZkowTxMWigSbb,Meltdown,Travis Scott  Drake,MELTDOWN (feat. Drake),"['Travis Scott', 'Drake']"
2023,98,spotify:track:6c6WmIHcHlhccEwSFBhzNa,Put It on da Floor Again,Latto  Cardi B,Put It On Da Floor Again (feat. Cardi B),"['Latto', 'Cardi B']"
2023,99,spotify:track:11BKm0j4eYoCPPpCONAVwA,Bloody Mary,Lady Gaga,Bloody Mary,['Lady Gaga']
2023,100,spotify:track:3sYBFUXTv0STUoUINx9Qe8,Watermelon Moonshine,Lainey Wilson,Watermelon Moonshine,['Lainey Wilson']
